Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,246.5,248.64999389648438,246.1999969482422,247.6999969482422,242.60531616210938,1413866
2020-01-02,246.60000610351562,249.89999389648438,246.35000610351562,248.3000030517578,243.19296264648438,1443966
2020-01-03,249.5,252.6999969482422,247.35000610351562,251.10000610351562,245.93539428710938,3381404
2020-01-06,251.0,254.4499969482422,250.14999389648438,252.14999389648438,246.96376037597656,4566695
2020-01-07,253.25,256.3500061035156,250.1999969482422,255.1999969482422,249.95103454589844,4402787
2020-01-08,254.0,256.1499938964844,252.5500030517578,254.8000030517578,249.55926513671875,2794410
2020-01-09,254.25,256.5,252.64999389648438,253.64999389648438,248.43292236328125,2495023
2020-01-10,253.9499969482422,255.1999969482422,251.0,251.75,246.57200622558594,2056577
2020-01-13,254.0,257.8999938964844,252.85000610351562,254.8000030517578,249.55926513671875,6963599
2020-01-14,256.8500061035156,258.3500061035156,254.5500030517578,257.20001220703125,251.909912109375,7296777
2020-01-15,254.0,256.0,246.60000610351562,248.25,243.14398193359375,10140451
2020-01-16,248.0,252.60000610351562,247.0,250.4499969482422,245.29873657226562,8811836
2020-01-17,252.0,253.89999389648438,249.64999389648438,251.10000610351562,245.93539428710938,4140818
2020-01-20,250.8000030517578,250.8000030517578,247.1999969482422,248.0,242.89915466308594,1908583
2020-01-21,247.89999389648438,248.1999969482422,246.0,247.10000610351562,242.01763916015625,1507942
2020-01-22,248.60000610351562,251.9499969482422,245.39999389648438,245.85000610351562,240.79336547851562,3400424
2020-01-23,246.4499969482422,249.10000610351562,245.35000610351562,248.6999969482422,243.584716796875,1696544
2020-01-24,248.64999389648438,249.4499969482422,246.25,247.60000610351562,243.4864044189453,1710777
2020-01-27,247.89999389648438,247.89999389648438,244.75,245.35000610351562,241.27377319335938,1653497
2020-01-28,245.89999389648438,246.10000610351562,241.8000030517578,244.0500030517578,239.99539184570312,2136181
2020-01-29,244.60000610351562,247.39999389648438,243.25,246.75,242.6505126953125,2004689
2020-01-30,247.60000610351562,247.60000610351562,240.1999969482422,240.6999969482422,236.7010498046875,2147465
2020-01-31,238.0,239.14999389648438,235.0,236.8000030517578,232.8658447265625,5553638
2020-02-03,237.6999969482422,240.14999389648438,235.25,237.39999389648438,233.45587158203125,4231830
2020-02-04,239.0,241.25,237.89999389648438,240.25,236.25852966308594,3164756
2020-02-05,241.60000610351562,243.0,237.3000030517578,242.25,238.2252960205078,3875603
2020-02-06,242.75,245.9499969482422,241.64999389648438,243.64999389648438,239.6020050048828,3056198
2020-02-07,247.0,247.0,242.9499969482422,243.9499969482422,239.8970489501953,2759512
2020-02-10,245.39999389648438,245.64999389648438,239.4499969482422,240.89999389648438,236.89772033691406,2258996
2020-02-11,240.5500030517578,242.89999389648438,239.8000030517578,241.25,237.2418975830078,2730310
2020-02-12,241.6999969482422,247.14999389648438,241.6999969482422,244.4499969482422,240.3887176513672,3419400
2020-02-13,245.8000030517578,245.8000030517578,242.5,243.75,239.7003631591797,2414955
2020-02-14,243.8000030517578,245.35000610351562,242.0,242.89999389648438,238.86447143554688,1809793
2020-02-17,242.89999389648438,245.0,241.9499969482422,243.8000030517578,239.7495574951172,1017778
2020-02-18,243.75,244.85000610351562,241.25,244.0500030517578,239.99539184570312,1252637
2020-02-19,244.5,248.35000610351562,244.5,247.60000610351562,243.4864044189453,1785384
2020-02-20,248.0,248.5500030517578,245.10000610351562,245.6999969482422,241.61798095703125,2120807
2020-02-24,245.0,247.8000030517578,242.39999389648438,244.1999969482422,240.14288330078125,3521975
2020-02-25,244.14999389648438,246.64999389648438,242.4499969482422,244.10000610351562,240.04457092285156,2529786
2020-02-26,243.0500030517578,243.4499969482422,238.39999389648438,239.89999389648438,235.91432189941406,3994194
2020-02-27,238.9499969482422,238.9499969482422,230.5,231.60000610351562,227.75222778320312,4866814
2020-02-28,228.5,229.5,219.6999969482422,221.4499969482422,217.77084350585938,5637309
2020-03-02,225.8000030517578,227.0,218.39999389648438,220.8000030517578,217.1316680908203,5766175
2020-03-03,224.0,225.8000030517578,220.60000610351562,223.6999969482422,219.98345947265625,5173113
2020-03-04,224.89999389648438,229.75,222.4499969482422,228.85000610351562,225.0479278564453,4518178
2020-03-05,229.0500030517578,233.89999389648438,228.64999389648438,229.6999969482422,225.8837890625,2970778
2020-03-06,225.0,226.0,222.5500030517578,223.5500030517578,219.83596801757812,2934283
2020-03-09,220.1999969482422,221.0,213.0,214.39999389648438,210.83799743652344,8731114
2020-03-11,203.6999969482422,214.39999389648438,203.6999969482422,213.10000610351562,209.55958557128906,6135166
2020-03-12,204.0,206.9499969482422,197.5,199.10000610351562,195.79217529296875,5382005
2020-03-13,199.0,204.4499969482422,169.25,197.39999389648438,194.1204071044922,6521598
2020-03-16,193.9499969482422,193.9499969482422,178.5500030517578,179.75,176.76365661621094,5600574
2020-03-17,178.5500030517578,185.5500030517578,170.75,173.10000610351562,170.22413635253906,6087687
2020-03-18,176.6999969482422,178.5,168.5,169.9499969482422,167.12646484375,6366599
2020-03-19,165.0,171.35000610351562,159.39999389648438,162.35000610351562,159.65274047851562,5990086
2020-03-20,163.10000610351562,185.8000030517578,162.5,179.1999969482422,176.2227783203125,10159745
2020-03-23,165.0,177.0,165.0,170.14999389648438,167.32315063476562,5360393
2020-03-24,168.5,181.75,168.0500030517578,176.35000610351562,173.42015075683594,6030781
2020-03-25,177.39999389648438,188.0,170.1999969482422,174.64999389648438,171.74838256835938,6728146
2020-03-26,176.9499969482422,186.8000030517578,172.5,182.60000610351562,179.56629943847656,5123845
2020-03-27,183.14999389648438,189.5,181.5,183.5,180.4513397216797,6767560
2020-03-30,181.10000610351562,187.39999389648438,179.35000610351562,184.14999389648438,181.09054565429688,3667402
2020-03-31,187.0,199.8000030517578,185.64999389648438,196.6999969482422,193.43203735351562,5307626
2020-04-01,195.6999969482422,195.6999969482422,187.0,189.5,186.35166931152344,4937834
2020-04-03,188.0,189.60000610351562,177.75,180.0,177.00950622558594,6573737
2020-04-07,188.25,192.6999969482422,183.0500030517578,191.89999389648438,188.7117919921875,4781431
2020-04-08,191.5,200.0,188.8000030517578,192.89999389648438,189.69517517089844,5137654
2020-04-09,198.39999389648438,202.9499969482422,195.0500030517578,196.6999969482422,193.43203735351562,3465173
2020-04-13,198.0,198.0,182.89999389648438,189.1999969482422,186.05665588378906,6192188
2020-04-15,190.0500030517578,193.60000610351562,185.8000030517578,186.5500030517578,183.45066833496094,11326003
2020-04-16,180.0,189.75,180.0,187.85000610351562,184.72909545898438,21690423
2020-04-17,192.5,193.75,185.5500030517578,187.0,183.8931884765625,6606447
2020-04-20,189.0,189.0,180.14999389648438,181.10000610351562,178.09124755859375,8101513
2020-04-21,179.0,179.89999389648438,173.8000030517578,178.0500030517578,175.0919189453125,9043309
2020-04-22,177.0,179.5,175.0500030517578,178.5500030517578,175.58360290527344,5310949
2020-04-23,179.39999389648438,182.60000610351562,177.10000610351562,180.89999389648438,177.89454650878906,5552230
2020-04-24,179.9499969482422,180.8000030517578,177.14999389648438,177.75,174.796875,4641139
2020-04-27,180.0,182.89999389648438,175.5,182.0500030517578,179.02545166015625,9141625
2020-04-28,182.10000610351562,182.9499969482422,178.0,179.6999969482422,176.7144775390625,6664917
2020-04-29,180.10000610351562,182.4499969482422,179.39999389648438,180.64999389648438,177.64869689941406,5030291
2020-04-30,185.0,192.60000610351562,183.5500030517578,190.9499969482422,187.777587890625,8833927
2020-05-04,184.5,191.3000030517578,183.0500030517578,190.0500030517578,186.8925323486328,8570370
2020-05-05,191.4499969482422,194.0,182.1999969482422,184.1999969482422,181.1397247314453,6932389
2020-05-06,185.6999969482422,188.0,181.0,187.0500030517578,183.9423828125,5442790
2020-05-07,184.0,185.39999389648438,181.1999969482422,184.10000610351562,181.0413818359375,5701069
2020-05-08,185.1999969482422,186.0,182.5500030517578,184.0,180.94305419921875,4113672
2020-05-11,185.0,189.9499969482422,184.10000610351562,184.6999969482422,181.63140869140625,4393833
2020-05-12,184.1999969482422,188.0,182.60000610351562,187.0500030517578,183.9423828125,3515409
2020-05-13,191.5,191.5,185.14999389648438,189.6999969482422,186.54833984375,5280484
2020-05-14,184.75,187.35000610351562,183.10000610351562,186.0,182.90982055664062,5162197
2020-05-15,186.0,186.0,182.64999389648438,183.8000030517578,180.74636840820312,3424515
2020-05-18,182.0500030517578,185.0,179.60000610351562,182.1999969482422,179.17294311523438,7227243
2020-05-19,182.25,186.0,178.0,184.39999389648438,181.33639526367188,5743334
2020-05-20,185.0,185.89999389648438,182.1999969482422,184.9499969482422,181.87725830078125,7707853
2020-05-21,183.39999389648438,191.6999969482422,183.39999389648438,189.10000610351562,185.95831298828125,7129115
2020-05-22,189.0500030517578,190.85000610351562,186.4499969482422,189.0,185.85997009277344,4588826
2020-05-26,189.0,193.1999969482422,185.6999969482422,188.8000030517578,185.66329956054688,5911134
2020-05-27,189.60000610351562,205.5,187.6999969482422,201.25,197.90646362304688,18082968
2020-05-28,203.5,203.5,196.0500030517578,199.35000610351562,196.03802490234375,12347623
2020-05-29,199.35000610351562,214.89999389648438,196.14999389648438,212.8000030517578,209.2645721435547,30630211
2020-06-01,215.5,221.0,213.39999389648438,215.0500030517578,211.4771728515625,13374624
2020-06-02,215.10000610351562,218.5500030517578,210.9499969482422,215.85000610351562,212.26388549804688,6406277
2020-06-03,216.10000610351562,217.4499969482422,210.5500030517578,211.35000610351562,207.8386688232422,8422101
2020-06-04,211.35000610351562,219.9499969482422,210.14999389648438,216.25,212.65724182128906,7397468
2020-06-05,220.0,220.25,215.0,218.75,215.11569213867188,7245584
2020-06-08,219.0,227.3000030517578,215.85000610351562,226.4499969482422,222.6877899169922,12213696
2020-06-09,224.10000610351562,226.3000030517578,217.14999389648438,218.35000610351562,214.72238159179688,7845252
2020-06-10,220.0,221.0500030517578,215.60000610351562,217.0,213.39479064941406,7393646
2020-06-11,217.0,217.64999389648438,212.35000610351562,212.89999389648438,209.3629150390625,6248745
2020-06-12,208.0,209.5,206.3000030517578,207.89999389648438,204.44595336914062,6209344
2020-06-15,211.9499969482422,217.89999389648438,208.14999389648438,213.8000030517578,210.2479705810547,14255725
2020-06-16,217.4499969482422,217.89999389648438,209.60000610351562,212.39999389648438,208.87120056152344,7960856
2020-06-17,212.0,218.75,211.0500030517578,217.8000030517578,214.18150329589844,13969454
2020-06-18,216.8000030517578,219.3000030517578,214.64999389648438,218.14999389648438,214.52566528320312,6204213
2020-06-19,218.0,224.10000610351562,215.0,222.0500030517578,218.36087036132812,11223677
2020-06-22,221.14999389648438,221.75,216.8000030517578,218.0500030517578,214.42733764648438,6480903
2020-06-23,215.0,222.3000030517578,213.0,220.60000610351562,216.9349822998047,7425149
2020-06-24,224.0,224.0,217.5500030517578,218.1999969482422,214.5748291015625,8246086
2020-06-25,216.9499969482422,222.0,215.3000030517578,218.1999969482422,214.5748291015625,5096846
2020-06-26,219.3000030517578,230.0,218.3000030517578,225.4499969482422,221.70440673828125,19194506
2020-06-29,222.0500030517578,225.89999389648438,218.6999969482422,219.6999969482422,216.0499267578125,6687074
2020-06-30,219.60000610351562,221.9499969482422,218.0,219.64999389648438,216.00074768066406,5500693
2020-07-01,221.0,222.39999389648438,218.35000610351562,219.0500030517578,215.4107208251953,3952617
2020-07-02,221.0,225.4499969482422,219.5500030517578,224.1999969482422,220.47515869140625,7179941
2020-07-03,224.1999969482422,228.5,222.64999389648438,224.8000030517578,221.06520080566406,5419456
2020-07-06,225.89999389648438,227.25,221.60000610351562,222.64999389648438,218.95089721679688,7587814
2020-07-07,223.1999969482422,228.39999389648438,222.0,224.89999389648438,221.1635284423828,9117569
2020-07-08,226.64999389648438,227.6999969482422,222.5,223.10000610351562,219.39344787597656,7076184
2020-07-09,224.25,224.60000610351562,219.64999389648438,221.60000610351562,217.9183807373047,6708998
2020-07-10,221.0,223.4499969482422,219.5,222.10000610351562,218.41004943847656,4548759
2020-07-13,223.9499969482422,229.0,222.5500030517578,227.60000610351562,223.8186798095703,12347310
2020-07-14,228.39999389648438,231.6999969482422,224.10000610351562,225.0,221.2618865966797,13938567
2020-07-15,236.0,268.70001220703125,235.0,262.75,258.38470458984375,130367588
2020-07-16,262.5,268.45001220703125,255.0500030517578,261.8999938964844,257.548828125,52277927
2020-07-17,258.6000061035156,263.8500061035156,257.0,261.3500061035156,257.00799560546875,18856512
2020-07-20,261.3500061035156,273.54998779296875,259.0,270.79998779296875,266.30096435546875,21394990
2020-07-21,278.5,281.6000061035156,269.3999938964844,271.3500061035156,266.8418273925781,32999050
2020-07-22,272.45001220703125,272.8500061035156,263.6499938964844,266.0,261.5807189941406,12583854
2020-07-23,268.29998779296875,268.45001220703125,262.54998779296875,266.6000061035156,262.1707763671875,10368328
2020-07-24,267.0,271.79998779296875,265.54998779296875,270.54998779296875,266.05511474609375,22122123
2020-07-27,270.54998779296875,273.20001220703125,267.1499938964844,268.8500061035156,264.3833923339844,13990247
2020-07-28,269.29998779296875,276.75,269.29998779296875,275.45001220703125,270.87371826171875,14043807
2020-07-29,273.79998779296875,278.0,272.3500061035156,277.0,272.3979797363281,10783639
2020-07-30,280.1000061035156,286.79998779296875,280.1000061035156,284.1000061035156,279.3799743652344,25847295
2020-07-31,289.6000061035156,290.79998779296875,278.6000061035156,280.95001220703125,276.2823181152344,16700660
2020-08-03,283.0,284.79998779296875,279.5,281.54998779296875,276.8723449707031,8908763
2020-08-04,281.54998779296875,283.3500061035156,278.25,281.04998779296875,276.3806457519531,8119521
2020-08-05,281.25,284.45001220703125,277.3999938964844,278.20001220703125,273.57806396484375,7345453
2020-08-06,280.70001220703125,284.25,277.75,279.6499938964844,275.00390625,10152605
2020-08-07,281.04998779296875,281.8500061035156,276.3999938964844,277.3999938964844,272.79132080078125,7321200
2020-08-10,280.0,281.20001220703125,276.6000061035156,277.3999938964844,272.79132080078125,6310746
2020-08-11,279.0,284.6499938964844,278.29998779296875,279.6499938964844,275.00390625,10078908
2020-08-12,280.3999938964844,280.70001220703125,274.54998779296875,276.20001220703125,271.6112365722656,8903667
2020-08-13,277.8999938964844,281.8500061035156,274.79998779296875,277.0,272.3979797363281,9653956
2020-08-14,278.5,280.75,275.8999938964844,276.5,271.9062194824219,6581711
2020-08-17,278.6000061035156,286.3999938964844,277.6499938964844,281.95001220703125,277.2657165527344,14547004
2020-08-18,284.75,287.3999938964844,281.70001220703125,282.70001220703125,278.0032653808594,12054207
2020-08-19,285.5,285.95001220703125,279.25,279.75,275.1022644042969,9372521
2020-08-20,279.0,279.0,273.20001220703125,274.20001220703125,269.6445007324219,9891765
2020-08-21,278.95001220703125,278.95001220703125,272.70001220703125,273.3500061035156,268.80859375,7969636
2020-08-24,273.5,274.45001220703125,271.8999938964844,272.70001220703125,268.1694030761719,6154814
2020-08-25,274.3500061035156,274.70001220703125,269.3500061035156,269.95001220703125,265.4650573730469,7796138
2020-08-26,269.95001220703125,274.70001220703125,268.0,272.04998779296875,267.53021240234375,9632667
2020-08-27,273.0,275.20001220703125,271.5,272.3500061035156,267.8252258300781,6190168
2020-08-28,274.70001220703125,275.0,271.29998779296875,272.04998779296875,267.53021240234375,7599784
2020-08-31,274.0,282.0,268.0,271.29998779296875,266.7926330566406,20570967
2020-09-01,271.0,279.3999938964844,269.0,271.6000061035156,267.0876770019531,12293053
2020-09-02,272.8999938964844,276.5,271.20001220703125,273.70001220703125,269.1528015136719,8431905
2020-09-03,275.5,287.8500061035156,274.5,282.8500061035156,278.1507873535156,24895165
2020-09-04,278.70001220703125,279.5,275.1000061035156,276.0,271.41455078125,10707714
2020-09-07,276.5,279.5,271.5,278.75,274.118896484375,8325767
2020-09-08,282.20001220703125,286.95001220703125,278.5,282.54998779296875,277.8557434082031,22294861
2020-09-09,279.79998779296875,289.45001220703125,278.5,282.8500061035156,278.1507873535156,22794360
2020-09-10,286.6499938964844,286.8500061035156,281.1000061035156,284.54998779296875,279.8225402832031,9517902
2020-09-11,282.5,298.45001220703125,282.5,293.29998779296875,288.4271240234375,41935926
2020-09-14,293.25,308.54998779296875,293.1499938964844,307.20001220703125,302.09625244140625,38089542
2020-09-15,307.20001220703125,311.25,302.75,307.3500061035156,302.24371337890625,28156312
2020-09-16,307.0,313.5,304.04998779296875,312.1499938964844,306.9639587402344,14993487
2020-09-17,307.25,316.70001220703125,307.20001220703125,311.70001220703125,306.5215148925781,26811652
2020-09-18,314.0,319.0,312.25,316.5,311.2417297363281,18487731
2020-09-21,315.8999938964844,324.5,309.95001220703125,311.8999938964844,306.7181396484375,22738846
2020-09-22,315.3999938964844,316.75,303.95001220703125,312.25,307.0622863769531,23510334
2020-09-23,315.0,321.79998779296875,311.1499938964844,314.8500061035156,309.619140625,22139436
2020-09-24,313.3999938964844,313.3999938964844,302.45001220703125,304.70001220703125,299.63775634765625,17919151
2020-09-25,306.29998779296875,315.25,304.20001220703125,313.8999938964844,308.68487548828125,22006895
2020-09-28,315.0,317.0,309.6000061035156,311.54998779296875,306.37396240234375,12460762
2020-09-29,315.0,318.54998779296875,310.5,311.5,306.32476806640625,14830369
2020-09-30,312.0,315.8500061035156,309.6000061035156,313.54998779296875,308.3406982421875,12393317
2020-10-01,316.3999938964844,317.8500061035156,312.04998779296875,313.04998779296875,307.8490295410156,9257309
2020-10-05,315.20001220703125,336.0,315.20001220703125,333.95001220703125,328.40179443359375,38905631
2020-10-06,335.0,335.29998779296875,323.0,330.04998779296875,324.56658935546875,27579924
2020-10-07,327.0,336.54998779296875,325.5,335.29998779296875,329.7293701171875,17739958
2020-10-08,351.0,367.75,346.45001220703125,359.45001220703125,353.4781494140625,107270246
2020-10-09,362.0,376.1000061035156,357.25,374.0,367.786376953125,55430752
2020-10-12,377.0,379.79998779296875,369.1000061035156,377.5,371.2282409667969,52965959
2020-10-13,377.29998779296875,381.70001220703125,372.95001220703125,375.95001220703125,369.7040100097656,36088143
2020-10-14,365.0,365.0,348.29998779296875,350.45001220703125,344.627685546875,74131951
2020-10-15,351.0,354.25,338.95001220703125,341.6000061035156,335.9247131347656,38961179
2020-10-16,342.8999938964844,348.1000061035156,338.6000061035156,339.6499938964844,334.0071105957031,25244229
